ts,symbol,price,iv,delta,gamma,theta,vega,rho
1788547601.837,.SPY260904C768,2.206461768752263,0.1389088934434499,0.939662513785538,0.0853989383816851,-0.0364617687523041,0.0120676463309096,0.001237368987898319
1788547684.308,.SPY260904C768,2.218524650117147,0.1425855262996456,0.937599189414039,0.0863107988036139,-0.0385246501171972,0.01225972160784875,0.00120900669629886
1788547775.893,.SPY260904C768,2.26343574571125,0.1497051146589921,0.933254907929247,0.0872947398333227,-0.0434357457112262,0.01281762971841599,0.001184673870781814
1788547858.321,.SPY260904C768,2.226364776832398,0.1237329200227259,0.965854631865955,0.0623440212918641,-0.01636477683236182,0.00743197599056776,0.00120455085351181
1788548026.313,.SPY260904C768,2.202858471156045,0.1362453157730244,0.94980147243186,0.0780008761954029,-0.0278584711560899,0.01007257856340401,0.001165341542200469
1788548177.819,.SPY260904C768,2.239222694722691,0.1161835271732151,0.977728424625245,0.0476884251648582,-0.00922269472267256,0.00507590967766884,0.001159473663172277
1788548288.859,.SPY260904C768,2.25258306261636,0.0997919539721159,0.991732808867781,0.023993394979548,-0.0025830626163561,0.002125946631096542,0.001139844310245758
1788548410.346,.SPY260904C768,2.32660644198118,0.1278466136167396,0.974305312080416,0.0502318926767919,-0.01160644198112193,0.00556891300491183,0.001093402294450929
1788548543.023,.QQQ260904P719,0.982557544668123,0.1293586770411699,-0.776093320006861,0.270699714364609,-0.1425575446680909,0.0255449330418642,-0.000789730796448044
1788548545.303,.SPY260904C768,2.37229764899275,0.1056199506843086,0.99277752788961,0.02063765066580594,-0.0022976489927462,0.001841018898089552,0.001085064124251242
1788548563.281,.QQQ260904P719,0.95511359718231,0.132977878954459,-0.759129083516823,0.276098623196438,-0.160113597182351,0.0264263085581347,-0.000762114470639364
1788548593.293,.QQQ260904P719,1.164875800535902,0.1410819181677283,-0.809034054607409,0.229234314132651,-0.1248758005359385,0.0229119545360123,-0.000799922281991256
1788548657.822,.SPY260904C768,2.136317704453974,0.141456329197336,0.950707082887421,0.0796746916003798,-0.0263177044539598,0.00922578697391096,0.001007593937137511
1788548665.264,.QQQ260904P719,1.261028650584916,0.1322587582410683,-0.856783970547882,0.2045031420993656,-0.081028650584966,0.01888860154962026,-0.000835258150647873
1788548710.278,.QQQ260904P719,1.369654944993223,0.1476629944813267,-0.850581214817443,0.1898212628576903,-0.0946549449932459,0.01929466743084009,-0.000817620466725774
1788548743.320,.SPY260904C768,1.849977799304907,0.1463252368957549,0.916333270348083,0.1177529879723162,-0.0499777993049526,0.01372372585023146,0.000945618424241204
1788548767.293,.QQQ260904P719,1.427167762415479,0.1497306872607263,-0.860956634734074,0.1796301703160101,-0.087167762415447,0.01824814948268582,-0.000815817927615344
1788548824.345,.SPY260904C768,1.802524636171048,0.1465361271568181,0.912138435066024,0.1232015305980216,-0.0525246361710481,0.01409325982786829,0.000922667709519144
1788548828.778,.QQQ260904P719,1.477834600458203,0.1176492554316023,-0.933878357217538,0.1335831319910236,-0.0278346004581571,0.0105046246576803,-0.000871835614442915
1788548884.277,.QQQ260904P719,1.501804434316746,0.1550194951747772,-0.870067597747718,0.1680884313649957,-0.0818044343167865,0.01716204765459759,-0.000800517876628146
1788548908.327,.SPY260904C768,1.804592781223869,0.1612197498947783,0.890457944323987,0.132929479856889,-0.0745927812238512,0.0163998330096716,0.000882937440877328
1788548950.283,.QQQ260904P719,1.525349057899497,0.1545865772614883,-0.877478813199582,0.1630221298397117,-0.0753490578994518,0.01635001875392057,-0.000795307773916003
1788548990.782,.SPY260904C768,1.716117948074326,0.157725304690477,0.885590612637144,0.1416528346333088,-0.0761179480743393,0.01673990624218584,0.000859957307186809
1788549013.261,.QQQ260904P719,1.522307368889469,0.1538734023133034,-0.880357598054201,0.1622873180710808,-0.0723073688894234,0.01595731886086335,-0.00078589415617082
1788549070.268,.QQQ260904P719,1.430101357665887,0.141180416948629,-0.889009368056546,0.1689726585959776,-0.0601013576658827,0.01501314587515458,-0.000781374056765757
1788549085.333,.SPY260904C768,1.740903055457938,0.1661702847181818,0.877922943168241,0.1422172781134736,-0.0859030554579656,0.01734669520981645,0.000835123956568222
1788549142.271,.QQQ260904P719,1.385971549159783,0.1423582871186512,-0.880218381519536,0.1782830751475496,-0.0659715491597326,0.0157263354187631,-0.000761633511288481
1788549154.338,.SPY260904C768,1.792362425215659,0.1586440513617584,0.901629965177661,0.1291565841837297,-0.0623624252156403,0.01467462798392931,0.000836745944575427
1788549187.252,.QQQ260904P719,1.363872452578354,0.1512101214057662,-0.860406114649098,0.1881112999238817,-0.0838724525783807,0.01734796059462022,-0.000732755760071203
1788549238.312,.SPY260904C768,1.84669971571573,0.1658445458801339,0.900245144632324,0.125959616163051,-0.0656997157157813,0.01469116818818347,0.000820273245116032
1788549262.291,.QQQ260904P719,1.420888008690479,0.123117793223952,-0.927240704479391,0.1450403941502679,-0.0308880086904924,0.010712968951779,-0.000776838000070967
1788549316.260,.QQQ260904P719,1.48927968727939,0.1431836058942296,-0.904428982812042,0.1543556576145925,-0.0492796872793349,0.01304021853078584,-0.000745385166486932
1788549332.831,.SPY260904C768,1.704456883260327,0.1508746323715714,0.906797754891899,0.1332274648885203,-0.0544568832603498,0.01381703964799048,0.000807904902476577
1788549373.255,.QQQ260904P719,1.4025151238427,0.1463472872580806,-0.884922126425006,0.1741756337450015,-0.062515123842668,0.01479476365841688,-0.000717266125882609
1788549412.364,.SPY260904C768,1.694775427057086,0.1587538467033669,0.895649344484172,0.1393713756608685,-0.0647754270570908,0.01481009807686513,0.000777046543804637
1788549434.762,.QQQ260904P719,1.418118335302085,0.1359463468835404,-0.909452790048219,0.1588987467665626,-0.0431183353020852,0.01231811966595544,-0.000724238568009911
1788549487.302,.SPY260904C768,1.696455310500204,0.1729244334377115,0.875517596322421,0.1467084863715603,-0.0864553105001904,0.01660681364463689,0.000742803740589985
1788549505.346,.QQQ260904P719,1.305120333425028,0.1482159138102757,-0.86575992752794,0.1948780287097596,-0.0751203334250099,0.01619461531252519,-0.000677698093380537
1788549553.257,.QQQ260904P719,1.3389559159063,0.1489155520235967,-0.874382327037932,0.186905390438352,-0.068955915906318,0.01533005767923456,-0.00067243108546284
1788549563.804,.SPY260904C768,1.751117687117537,0.1702161792218326,0.891641218390378,0.1365298352832785,-0.0711176871175865,0.0148891290934304,0.000740305981101772
1788549619.262,.QQQ260904P719,1.413127811684599,0.1528362388706633,-0.884764764484293,0.172938880626412,-0.0631278116845764,0.0142956861737262,-0.0006682925627862
1788549647.787,.SPY260904C768,1.715436300202524,0.1660647794344322,0.895779161039851,0.1376335541626738,-0.0654363002025469,0.01431100955953093,0.00072693260606333
1788549680.786,.QQQ260904P719,1.28628680210402,0.1470136269685226,-0.871740179383842,0.1955792557960098,-0.0685868021039839,0.01527601941032605,-0.000646570667066804
1788549740.796,.SPY260904C768,1.823232101121277,0.167663800345437,0.912029331755181,0.1218581234130437,-0.0532321011212946,0.0124762007068005,0.000721617497147811
1788549757.280,.QQQ260904P719,1.279952133408684,0.1486360052030816,-0.869836895269609,0.1972607323046133,-0.0699521334086473,0.0152895628097225,-0.000633228167262871
1788549793.268,.QQQ260904P719,1.353432785981298,0.1210325036165773,-0.937536831839526,0.1420084644875272,-0.0234327859812571,0.00879187278594488,-0.000669578354936282
1788549860.729,.QQQ260904P719,1.318560663406735,0.1597689334443064,-0.862988276663258,0.1937831693289307,-0.078560663406726,0.01553748748780332,-0.000604674353297486
1788549872.790,.SPY260904C768,1.803204705197959,0.1757047891469069,0.901171812604924,0.128586868421895,-0.0632047051979496,0.01339928695352987,0.000692523611149125
1788549919.254,.QQQ260904P719,1.166340282955852,0.1349490679732705,-0.87916838790173,0.2123170673326038,-0.0563402829558379,0.01410282079233092,-0.00060390298234171
1788549967.315,.SPY260904C768,1.780910659267826,0.1689360093102283,0.913213370190267,0.124106448685417,-0.0509106592678079,0.01191443785846971,0.000672495088868466
1788549998.751,.QQQ260904P719,1.141451850225785,0.1372707025488564,-0.87101796290824,0.2206687078277486,-0.0614518502257444,0.01461357517125709,-0.000586382446055346
1788550048.318,.SPY260904C768,1.945565073554229,0.1792547920615237,0.923791306548874,0.1077252560513936,-0.0455650735542519,0.010632732354787,0.000658880236706056
1788550082.656,.QQQ260904P719,1.201235363274692,0.13793494411795,-0.888016365575443,0.2016667552563653,-0.0512353632747149,0.01304038543410078,-0.000581014129487353
1788550138.209,.SPY260904C768,2.006522517322118,0.1775566755632931,0.935572322382747,0.0968957581082981,-0.0365225173220907,0.00921702473832103,0.000649144165003032
1788550156.141,.QQQ260904P719,1.106446414327433,0.1344669665640143,-0.875121477152177,0.225778898784818,-0.0564464143274786,0.01393887415980591,-0.00056061797260974
1788550204.231,.SPY260904C768,2.07350040463003,0.1920426580949643,0.929149879017683,0.0979116422768598,-0.0435004046300569,0.00976728070272804,0.00062497019526611
1788550207.192,.QQQ260904P719,1.072969186318719,0.1369655812212876,-0.864237866423787,0.237589492304226,-0.0629691863187278,0.01459843496258014,-0.000540919748269751
1788550271.651,.QQQ260904P719,1.227039314843566,0.1339136015834945,-0.909887595207189,0.1832744531045792,-0.0370393148435118,0.01076467233498601,-0.000557015887816966
1788550324.216,.SPY260904C768,2.021963402590183,0.189105452824809,0.929654372667836,0.1000929836389438,-0.0419634025901643,0.00959682088508505,0.000610426369781283
1788550355.651,.QQQ260904P719,1.029325407396121,0.1366917345529476,-0.859127843166743,0.249634262837385,-0.0643254073960893,0.01464116026685434,-0.000514239321571861
1788550408.178,.QQQ260904P719,1.041792342938243,0.1384988080959349,-0.863387384095749,0.245032194456044,-0.0617923429382248,0.01411848029847635,-0.000501091624414231
1788550411.187,.SPY260904C768,1.942769584535068,0.1656407998326195,0.952386138028956,0.0860418599605904,-0.0227695845351088,0.00690233282471004,0.00059749471117009
1788550471.154,.QQQ260904P719,1.02624643748878,0.1524267703783245,-0.833020655364161,0.257466256310392,-0.0862464374887253,0.01594522625770347,-0.000472159383886674
1788550519.193,.SPY260904C768,1.946986136570109,0.1859884101084936,0.933690167668758,0.1012069280309274,-0.0369861365701412,0.00880921512035302,0.000566012545105013
1788550579.132,.QQQ260904P719,0.861891506378428,0.1483290166969177,-0.788643558090127,0.309655321304216,-0.1118915063784279,0.01822082575912969,-0.000436243359376155
1788550625.665,.SPY260904C768,1.962201189766157,0.1859250135142826,0.939934565248054,0.0958411317473443,-0.0322011897662071,0.00797705526498357,0.000545029583662154
1788550643.675,.QQQ260904P719,0.705157228448302,0.1489101158350623,-0.725180624824569,0.363384242004195,-0.1551572284483475,0.02056211257372933,-0.000384073624220747
1788550679.663,.SPY260904C768,1.901402514107545,0.1631038516814312,0.961672500442271,0.0780445302367158,-0.01640251410755411,0.00544184465043978,0.000532628034401142
1788550744.136,.QQQ260904P719,0.85470756574789,0.1460051091138557,-0.80566140657565,0.312460131908821,-0.0947075657478986,0.01659371019719336,-0.000408606066168568
1788550778.723,.SPY260904C768,1.773511810940153,0.1899104447529894,0.921419023089692,0.1197313597153185,-0.0435118109401351,0.00946018715110686,0.000496791756814189
1788550787.653,.QQQ260904P719,1.012374869377581,0.1350057845746704,-0.886140951047931,0.240439894950846,-0.0443748693776196,0.01144293948735989,-0.000435740727948597
1788550853.644,.QQQ260904P719,0.936289284677644,0.1556249562046838,-0.82422600819143,0.283671159079103,-0.086289284677621,0.01513624656445143,-0.000394131673486376
1788550891.227,.SPY260904C768,1.787247735783198,0.1767890739494345,0.942870798643603,0.1026936585425114,-0.0272477357832071,0.00723695340982651,0.000487060380887354
1788550922.615,.QQQ260904P719,0.862655479098881,0.138681465652286,-0.839436182322402,0.304686295209231,-0.0676554790989223,0.01407510867710064,-0.000389888702077408
1788550982.673,.QQQ260904P719,0.925430031862102,0.1527290634632859,-0.835887634424539,0.284873185288037,-0.0754300318620794,0.01406401763025696,-0.000376823417589405
1788550990.176,.SPY260904C768,1.945056753423475,0.1469277138699514,0.984297418379058,0.0436240237623913,-0.00505675342342027,0.00242054454277078,0.000481545168967506
1788551027.612,.QQQ260904P719,0.939542622987328,0.1518476865698078,-0.847210005271837,0.277652288150618,-0.067542622987371,0.01321414111909215,-0.000370329979134345
1788551095.200,.SPY260904C768,1.835666130039453,0.1803944497079175,0.953705683577792,0.089717542584634,-0.02066613003939799,0.00581026252433622,0.00044364540534417
1788551101.206,.QQQ260904P719,0.86810126200095,0.1326346544486734,-0.868815419901551,0.291265876711812,-0.0481012620009001,0.01173024795340376,-0.000367839688534288
1788551209.173,.SPY260904C768,1.933040839266006,0.2243935390923909,0.926288777218029,0.1068823578881514,-0.04304083926602,0.00813656245581324,0.000407064766223181
1788551210.649,.QQQ260904P719,0.737349156094244,0.1482315605024672,-0.786804607345709,0.361768177031131,-0.0973491560942572,0.01576520529835434,-0.000322418189707858
1788551251.157,.QQQ260904P719,0.756669812982516,0.1603121424354495,-0.779431738493531,0.351828551644159,-0.1066698129825382,0.01558996660983873,-0.000300314427781764
1788551291.703,.SPY260904C768,1.987812852617562,0.1990777869926253,0.960618261370594,0.0757996889728061,-0.01781285261753451,0.0047979785043988,0.000395618288691601
1788551372.671,.QQQ260904P719,0.625058710151177,0.1632691313736322,-0.713756384276334,0.404781839842607,-0.1500587101511538,0.01751279572517018,-0.000263552714535622
1788551395.159,.SPY260904C768,2.152317122460461,0.243806057057698,0.943481027660971,0.0847957842783058,-0.0323171224604564,0.00624870016065586,0.000369196287841072
1788551419.110,.QQQ260904P719,0.632631462104394,0.1617956747697307,-0.731438632517026,0.407549876957943,-0.1326314621043942,0.01649112621476811,-0.000254903761006937
1788551500.239,.SPY260904C768,2.186404366677839,0.211672010403242,0.973438808980829,0.0545716844355662,-0.01140436667788469,0.00327265174525927,0.000357042450472306
1788551515.148,.QQQ260904P719,0.405014833960072,0.1461444586651418,-0.616627003938579,0.532644984330719,-0.1920148339601066,0.01872343934871875,-0.0002065306128761501
1788551590.130,.QQQ260904P719,0.265017361089276,0.1595842850017085,-0.457893539068986,0.521720986727272,-0.265017361089276,0.01890321602862721,-0.0001446918234668815
1788551633.636,.QQQ260904P719,0.290016503734009,0.1471980339787917,-0.520269581853513,0.584047158016852,-0.255016503734041,0.01846494919664737,-0.0001555447903172862
1788551638.176,.SPY260904C768,2.32861516020678,0.2216756990758972,0.979458134041657,0.0435263221852036,-0.00861516020672948,0.00254232595000019,0.000333989974992065
1788551717.635,.QQQ260904P719,0.292504685803226,0.1476776530731705,-0.529618427352333,0.594999709568003,-0.242504685803271,0.01801317987060807,-0.0001511321093380045
1788551753.752,.SPY260904C768,2.223704955124669,0.241576806647929,0.969966962983571,0.0578374989912301,-0.01370495512463244,0.0033195675451877,0.000298311460054848
1788551771.635,.QQQ260904P719,0.1750391574650012,0.1651943516505798,-0.355104309927045,0.511610455314998,-0.1750391574650012,0.01640299178482945,-9.58848479076885e-05
1788551830.152,.QQQ260904P719,0.230020369648976,0.1636717505700453,-0.439328049194121,0.561318503131779,-0.230020369648976,0.01692442983880935,-0.0001126270026940616
1788551861.643,.SPY260904C768,2.200462896042611,0.1653602673587653,0.997941016854723,0.00847556046546447,-0.000462896042565664,0.000302357165494529,0.000278725631741369
1788551909.653,.QQQ260904P719,0.1450097441674072,0.1678143691876951,-0.318681999517841,0.509300402951206,-0.1450097441674072,0.01491124917117721,-7.73419040890703e-05
1788551927.701,.SPY260904C768,2.3077423908053,0.2187686065963988,0.991494979550279,0.0239060129158044,-0.002742390805345,0.001022996914410757,0.000251012722382358
1788551998.101,.QQQ260904P719,0.250027772453451,0.1703524590195911,-0.476209284995887,0.589368100249253,-0.250027772453451,0.01579569707235288,-0.0001042714888061673
1788552037.171,.SPY260904C768,2.121085279800827,0.255811535307507,0.973399175731279,0.0563071524943049,-0.01108527980081364,0.00263104843303448,0.00023022515462663
1788552044.610,.QQQ260904P719,0.1950030847232572,0.1399500549698398,-0.470186938149267,0.740199903241026,-0.1950030847232572,0.01527805756665375,-9.64970371085318e-05
1788552091.142,.QQQ260904P719,0.340231619660919,0.1281165774519011,-0.700465139423941,0.731254862586792,-0.0902316196609193,0.01288565490069075,-0.0001341326364922049
1788552095.671,.SPY260904C768,1.920544971674501,0.247693642106343,0.972406703175456,0.0636173739781331,-0.01054497167453317,0.00255665615885937,0.00020439684479117
1788552152.669,.SPY260904C768,1.996978676567529,0.287554539045965,0.962072126419525,0.0738623045024152,-0.01697867656751062,0.00320615420435054,0.0001881036249240795
1788552157.100,.QQQ260904P719,0.340049642000903,0.1487710475454732,-0.660319572533725,0.688884103854269,-0.1200496420008758,0.01309055274867879,-0.0001174255572759295
1788552215.655,.SPY260904C768,2.001672267295264,0.2167745612244153,0.993278106010228,0.0232028033277924,-0.001772267295239161,0.000702811954868717,0.0001797763043469588
1788552221.601,.QQQ260904P719,0.470125603356844,0.1627427785199275,-0.757261765103808,0.559903057423952,-0.0801256033568577,0.01073755847370878,-0.0001242850192630262
